X,Y,XY,X^2,Y^2,Y Pred,(Y-Y PRED)^2,(y-yrata)^2
2.5,4.7999992,11.999998,6.25,23.03999232,3.533403836,1.604263815,6.854527772
6,0.1666666,0.9999996,36,0.027777756,2.959196528,7.798223396,4.061100729
13,0.6153846,7.9999998,169,0.378698206,1.81078191,1.428974729,2.453920028
16.5,1.1878777,19.59998205,272.25,1.41105343,1.236574601,0.002371388,0.988048307
6,11.1999989,67.1999934,36,125.4399754,2.959196528,67.91082374,81.32639832
16.5,1.1878777,19.59998205,272.25,1.41105343,1.236574601,0.002371388,0.988048307
9,2.1777763,19.5999867,81,4.742709613,2.467018834,0.083661244,1.68723E-05
16.5,0.4848484,7.9999986,272.25,0.235077971,1.236574601,0.565092282,2.879929457
16.5,0.7272727,11.99999955,272.25,0.52892558,1.236574601,0.259388427,2.115893716
16.5,0.7272727,11.99999955,272.25,0.52892558,1.236574601,0.259388427,2.115893716
9,1.333333,11.999997,81,1.777776889,2.467018834,1.285243571,0.720038614
0.5,7,3.5,0.25,49,3.861522298,9.850042283,23.21424284
23,0.5217391,11.9999993,529,0.272211688,0.1701896,0.123587051,2.756080726
16.5,0.2121212,3.4999998,272.25,0.044995403,1.236574601,1.049504772,3.879965058
2.5,0.4,1,6.25,0.16,3.533403836,9.818219601,3.1751102
2.5,1.3999996,3.499999,6.25,1.95999888,3.533403836,4.551413635,0.611343044
2.5,3.1999998,7.9999995,6.25,10.23999872,3.533403836,0.111158251,1.036560005
13,1.5076914,19.5999882,169,2.273133358,1.81078191,0.091863857,0.454535515
2.5,7.8399963,19.59999075,6.25,61.46554198,3.533403836,18.54673865,32.01423604
2.5,7.8399963,19.59999075,6.25,61.46554198,3.533403836,18.54673865,32.01423604
2.5,0.4,1,6.25,0.16,3.533403836,9.818219601,3.1751102
2.5,4.8999996,12.249999,6.25,24.00999608,3.533403836,1.867583981,7.388153009
23,0.0434783,1.0000009,529,0.001890363,0.1701896,0.016055753,4.572778471
13,0.0769231,1.0000003,169,0.005917163,1.81078191,3.006266373,4.430859931
6,0.5833333,3.4999998,36,0.340277739,2.959196528,5.644726076,2.555363991
2.5,4.7999992,11.999998,6.25,23.03999232,3.533403836,1.604263815,6.854527772
23,0.8521735,19.5999905,529,0.726199674,0.1701896,0.465102041,1.768129723
2.5,4.7999992,11.999998,6.25,23.03999232,3.533403836,1.604263815,6.854527772
23,2.9217386,67.1999878,529,8.536556447,0.1701896,7.571021902,0.547384991
23,0.5217391,11.9999993,529,0.272211688,0.1701896,0.123587051,2.756080726
23,0.5326087,12.2500001,529,0.283672027,0.1701896,0.131347604,2.720108655
16.5,0.4848484,7.9999986,272.25,0.235077971,1.236574601,0.565092282,2.879929457
2.5,7.8399963,19.59999075,6.25,61.46554198,3.533403836,18.54673865,32.01423604
9,1.333333,11.999997,81,1.777776889,2.467018834,1.285243571,0.720038614
13,1.5076914,19.5999882,169,2.273133358,1.81078191,0.091863857,0.454535515
6,1.333333,7.999998,36,1.777776889,2.959196528,2.64343221,0.720038614
16.5,1.1878777,19.59998205,272.25,1.41105343,1.236574601,0.002371388,0.988048307
13,1.5076914,19.5999882,169,2.273133358,1.81078191,0.091863857,0.454535515
9,1.333333,11.999997,81,1.777776889,2.467018834,1.285243571,0.720038614
6,7,42,36,49,2.959196528,16.3280927,23.21424284
16.5,0.7272727,11.99999955,272.25,0.52892558,1.236574601,0.259388427,2.115893716
13,1.5076914,19.5999882,169,2.273133358,1.81078191,0.091863857,0.454535515
6,2.041666,12.249996,36,4.168400056,2.959196528,0.841862269,0.019661057
2.5,26.8799896,67.199974,6.25,722.5338409,3.533403836,545.0630668,609.9964256
23,0.5326087,12.2500001,529,0.283672027,0.1701896,0.131347604,2.720108655
6,2,12,36,4,2.959196528,0.920057979,0.03308175
16.5,0.2121212,3.4999998,272.25,0.044995403,1.236574601,1.049504772,3.879965058
9,1.333333,11.999997,81,1.777776889,2.467018834,1.285243571,0.720038614
16.5,2.545454,41.999991,272.25,6.479336066,1.236574601,1.71316528,0.132183224
6,0.1666666,0.9999996,36,0.027777756,2.959196528,7.798223396,4.061100729
16.5,0.4848484,7.9999986,272.25,0.235077971,1.236574601,0.565092282,2.879929457
9,1.333333,11.999997,81,1.777776889,2.467018834,1.285243571,0.720038614
2.5,0.4,1,6.25,0.16,3.533403836,9.818219601,3.1751102
16.5,0.4848484,7.9999986,272.25,0.235077971,1.236574601,0.565092282,2.879929457
6,0.1666666,0.9999996,36,0.027777756,2.959196528,7.798223396,4.061100729
13,1.5076914,19.5999882,169,2.273133358,1.81078191,0.091863857,0.454535515
16.5,0.0606061,1.00000065,272.25,0.003673099,1.236574601,1.382901916,4.499819466
6,2.041666,12.249996,36,4.168400056,2.959196528,0.841862269,0.019661057
2.5,0.4,1,6.25,0.16,3.533403836,9.818219601,3.1751102
9,0.8888888,7.9999992,81,0.790123299,2.467018834,2.490494405,1.671836305
2.5,4.7999992,11.999998,6.25,23.03999232,3.533403836,1.604263815,6.854527772
2.5,4.7999992,11.999998,6.25,23.03999232,3.533403836,1.604263815,6.854527772
9,1.333333,11.999997,81,1.777776889,2.467018834,1.285243571,0.720038614
23,0.1521739,3.4999997,529,0.023156896,0.1701896,0.000324565,4.119722647
16.5,1.1878777,19.59998205,272.25,1.41105343,1.236574601,0.002371388,0.988048307
13,0.9423077,12.2500001,169,0.887943801,1.81078191,0.754247454,1.536549133
13,1.5076914,19.5999882,169,2.273133358,1.81078191,0.091863857,0.454535515
2.5,0.4,1,6.25,0.16,3.533403836,9.818219601,3.1751102
9,0.1111111,0.9999999,81,0.012345677,2.467018834,5.550301253,4.288099951
13,0.9423077,12.2500001,169,0.887943801,1.81078191,0.754247454,1.536549133
9,0.3888888,3.4999992,81,0.151234499,2.467018834,4.31862444,3.214831396
2.5,4.8999996,12.249999,6.25,24.00999608,3.533403836,1.867583981,7.388153009
23,0.5326087,12.2500001,529,0.283672027,0.1701896,0.131347604,2.720108655
6,2.041666,12.249996,36,4.168400056,2.959196528,0.841862269,0.019661057
2.5,4.8999996,12.249999,6.25,24.00999608,3.533403836,1.867583981,7.388153009
13,5.1692305,67.1999965,169,26.72094396,1.81078191,11.27917693,8.924239763
16.5,1.696969,27.9999885,272.25,2.879703787,1.236574601,0.211963002,0.235142451
2.5,1.3999996,3.499999,6.25,1.95999888,3.533403836,4.551413635,0.611343044
13,0.0769231,1.0000003,169,0.005917163,1.81078191,3.006266373,4.430859931
9,2.1777763,19.5999867,81,4.742709613,2.467018834,0.083661244,1.68723E-05
2.5,1.3999996,3.499999,6.25,1.95999888,3.533403836,4.551413635,0.611343044
2.5,7.8399963,19.59999075,6.25,61.46554198,3.533403836,18.54673865,32.01423604
6,0.5833333,3.4999998,36,0.340277739,2.959196528,5.644726076,2.555363991
16.5,2.7151508,44.7999882,272.25,7.372043867,1.236574601,2.186187575,0.284373596
13,0.9423077,12.2500001,169,0.887943801,1.81078191,0.754247454,1.536549133
0.5,7,3.5,0.25,49,3.861522298,9.850042283,23.21424284
6,3.2666645,19.599987,36,10.67109696,2.959196528,0.094536554,1.17674897
9,4.666666,41.999994,81,21.77777156,2.467018834,4.838447653,6.17414213
9,2.1777763,19.5999867,81,4.742709613,2.467018834,0.083661244,1.68723E-05
16.5,0.4848484,7.9999986,272.25,0.235077971,1.236574601,0.565092282,2.879929457
2.5,1.3999996,3.499999,6.25,1.95999888,3.533403836,4.551413635,0.611343044
2.5,3.1999998,7.9999995,6.25,10.23999872,3.533403836,0.111158251,1.036560005
2.5,11.1999998,27.9999995,6.25,125.4399955,3.533403836,58.77669367,81.32641455
13,1.5076914,19.5999882,169,2.273133358,1.81078191,0.091863857,0.454535515
9,1.333333,11.999997,81,1.777776889,2.467018834,1.285243571,0.720038614
2.5,1.3999996,3.499999,6.25,1.95999888,3.533403836,4.551413635,0.611343044
9,0.3888888,3.4999992,81,0.151234499,2.467018834,4.31862444,3.214831396
6,2,12,36,4,2.959196528,0.920057979,0.03308175
2.5,4.8999996,12.249999,6.25,24.00999608,3.533403836,1.867583981,7.388153009
9,1.3611107,12.2499963,81,1.852622338,2.467018834,1.223032802,0.673668631
6,2.041666,12.249996,36,4.168400056,2.959196528,0.841862269,0.019661057
2.5,1.3999996,3.499999,6.25,1.95999888,3.533403836,4.551413635,0.611343044
16.5,0.2121212,3.4999998,272.25,0.044995403,1.236574601,1.049504772,3.879965058
6,3.2666645,19.599987,36,10.67109696,2.959196528,0.094536554,1.17674897
6,7.4666672,44.8000032,36,55.75111908,2.959196528,20.31729186,27.92893463
6,0.5833333,3.4999998,36,0.340277739,2.959196528,5.644726076,2.555363991
23,0.5217391,11.9999993,529,0.272211688,0.1701896,0.123587051,2.756080726
9,0.1111111,0.9999999,81,0.012345677,2.467018834,5.550301253,4.288099951
23,0.5217391,11.9999993,529,0.272211688,0.1701896,0.123587051,2.756080726
6,2,12,36,4,2.959196528,0.920057979,0.03308175
23,0.1521739,3.4999997,529,0.023156896,0.1701896,0.000324565,4.119722647
6,4.666666,27.999996,36,21.77777156,2.959196528,2.915451999,6.17414213
2.5,1.3999996,3.499999,6.25,1.95999888,3.533403836,4.551413635,0.611343044
16.5,1.1878777,19.59998205,272.25,1.41105343,1.236574601,0.002371388,0.988048307
23,1.826086,41.999978,529,3.334590079,0.1701896,2.741992889,0.126592139
2.5,1.3999996,3.499999,6.25,1.95999888,3.533403836,4.551413635,0.611343044
13,3.2307692,41.9999996,169,10.43786962,1.81078191,2.016363903,1.100160392
2.5,4.7999992,11.999998,6.25,23.03999232,3.533403836,1.604263815,6.854527772
16.5,1.1878777,19.59998205,272.25,1.41105343,1.236574601,0.002371388,0.988048307
2.5,0.4,1,6.25,0.16,3.533403836,9.818219601,3.1751102
6,0.5833333,3.4999998,36,0.340277739,2.959196528,5.644726076,2.555363991
2.5,7.8399963,19.59999075,6.25,61.46554198,3.533403836,18.54673865,32.01423604
6,11.1999989,67.1999934,36,125.4399754,2.959196528,67.91082374,81.32639832
9,1.3611107,12.2499963,81,1.852622338,2.467018834,1.223032802,0.673668631
9,4.9777775,44.7999975,81,24.77826884,2.467018834,6.303909077,7.817021074
2.5,4.7999992,11.999998,6.25,23.03999232,3.533403836,1.604263815,6.854527772
16.5,2.7151508,44.7999882,272.25,7.372043867,1.236574601,2.186187575,0.284373596
2.5,0.4,1,6.25,0.16,3.533403836,9.818219601,3.1751102
2.5,0.4,1,6.25,0.16,3.533403836,9.818219601,3.1751102
9,0.1111111,0.9999999,81,0.012345677,2.467018834,5.550301253,4.288099951
13,0.2692307,3.4999991,169,0.07248517,1.81078191,2.376380133,3.658242228
16.5,0.7272727,11.99999955,272.25,0.52892558,1.236574601,0.259388427,2.115893716
23,0.5217391,11.9999993,529,0.272211688,0.1701896,0.123587051,2.756080726
16.5,0.7424242,12.2499993,272.25,0.551193693,1.236574601,0.244184619,2.072044201
16.5,0.7272727,11.99999955,272.25,0.52892558,1.236574601,0.259388427,2.115893716
2.5,4.7999992,11.999998,6.25,23.03999232,3.533403836,1.604263815,6.854527772
6,7.4666672,44.8000032,36,55.75111908,2.959196528,20.31729186,27.92893463
16.5,0.2121212,3.4999998,272.25,0.044995403,1.236574601,1.049504772,3.879965058
2.5,1.3999996,3.499999,6.25,1.95999888,3.533403836,4.551413635,0.611343044
13,1.5076914,19.5999882,169,2.273133358,1.81078191,0.091863857,0.454535515
23,0.5217391,11.9999993,529,0.272211688,0.1701896,0.123587051,2.756080726
6,1.333333,7.999998,36,1.777776889,2.959196528,2.64343221,0.720038614
2.5,1.3999996,3.499999,6.25,1.95999888,3.533403836,4.551413635,0.611343044
23,0.5326087,12.2500001,529,0.283672027,0.1701896,0.131347604,2.720108655
23,1.826086,41.999978,529,3.334590079,0.1701896,2.741992889,0.126592139
2.5,4.8999996,12.249999,6.25,24.00999608,3.533403836,1.867583981,7.388153009
9,0.1111111,0.9999999,81,0.012345677,2.467018834,5.550301253,4.288099951
23,4.173913,95.999999,529,17.42154973,0.1701896,16.02980107,3.968179972
9,0.3888888,3.4999992,81,0.151234499,2.467018834,4.31862444,3.214831396
16.5,1.1878777,19.59998205,272.25,1.41105343,1.236574601,0.002371388,0.988048307
9,1.333333,11.999997,81,1.777776889,2.467018834,1.285243571,0.720038614
6,1.333333,7.999998,36,1.777776889,2.959196528,2.64343221,0.720038614
2.5,1.3999996,3.499999,6.25,1.95999888,3.533403836,4.551413635,0.611343044
6,1.333333,7.999998,36,1.777776889,2.959196528,2.64343221,0.720038614
2.5,4.8999996,12.249999,6.25,24.00999608,3.533403836,1.867583981,7.388153009
6,4.666666,27.999996,36,21.77777156,2.959196528,2.915451999,6.17414213
9,0.1111111,0.9999999,81,0.012345677,2.467018834,5.550301253,4.288099951
23,0.8521735,19.5999905,529,0.726199674,0.1701896,0.465102041,1.768129723
6,1.333333,7.999998,36,1.777776889,2.959196528,2.64343221,0.720038614
16.5,0.4848484,7.9999986,272.25,0.235077971,1.236574601,0.565092282,2.879929457
13,0.9423077,12.2500001,169,0.887943801,1.81078191,0.754247454,1.536549133
9,0.3888888,3.4999992,81,0.151234499,2.467018834,4.31862444,3.214831396
23,0.5217391,11.9999993,529,0.272211688,0.1701896,0.123587051,2.756080726
16.5,2.7151508,44.7999882,272.25,7.372043867,1.236574601,2.186187575,0.284373596
13,0.9423077,12.2500001,169,0.887943801,1.81078191,0.754247454,1.536549133
13,3.4461536,44.7999968,169,11.87597463,1.81078191,2.674440564,1.598377898
13,0.9230769,11.9999997,169,0.852070963,1.81078191,0.788020185,1.58459504
9,3.1111107,27.9999963,81,9.679009788,2.467018834,0.414854331,0.863462463
6,3.2666645,19.599987,36,10.67109696,2.959196528,0.094536554,1.17674897
23,0.8521735,19.5999905,529,0.726199674,0.1701896,0.465102041,1.768129723
6,0.5833333,3.4999998,36,0.340277739,2.959196528,5.644726076,2.555363991
2.5,7.8399963,19.59999075,6.25,61.46554198,3.533403836,18.54673865,32.01423604
2.5,1.3999996,3.499999,6.25,1.95999888,3.533403836,4.551413635,0.611343044
13,1.5076914,19.5999882,169,2.273133358,1.81078191,0.091863857,0.454535515
2.5,1.3999996,3.499999,6.25,1.95999888,3.533403836,4.551413635,0.611343044
9,1.3611107,12.2499963,81,1.852622338,2.467018834,1.223032802,0.673668631
9,0.3888888,3.4999992,81,0.151234499,2.467018834,4.31862444,3.214831396
6,2.041666,12.249996,36,4.168400056,2.959196528,0.841862269,0.019661057
16.5,2.545454,41.999991,272.25,6.479336066,1.236574601,1.71316528,0.132183224
2.5,4.7999992,11.999998,6.25,23.03999232,3.533403836,1.604263815,6.854527772
23,0.3478261,8.0000003,529,0.120982996,0.1701896,0.031554726,3.36376798
23,0.3478261,8.0000003,529,0.120982996,0.1701896,0.031554726,3.36376798
2.5,4.7999992,11.999998,6.25,23.03999232,3.533403836,1.604263815,6.854527772
2.5,1.3999996,3.499999,6.25,1.95999888,3.533403836,4.551413635,0.611343044
2.5,4.7999992,11.999998,6.25,23.03999232,3.533403836,1.604263815,6.854527772
16.5,0.2121212,3.4999998,272.25,0.044995403,1.236574601,1.049504772,3.879965058
13,0.9423077,12.2500001,169,0.887943801,1.81078191,0.754247454,1.536549133
13,1.5076914,19.5999882,169,2.273133358,1.81078191,0.091863857,0.454535515
9,1.3611107,12.2499963,81,1.852622338,2.467018834,1.223032802,0.673668631
6,0.5833333,3.4999998,36,0.340277739,2.959196528,5.644726076,2.555363991
9,1.333333,11.999997,81,1.777776889,2.467018834,1.285243571,0.720038614
16.5,0.7424242,12.2499993,272.25,0.551193693,1.236574601,0.244184619,2.072044201
9,1.3611107,12.2499963,81,1.852622338,2.467018834,1.223032802,0.673668631
6,4.666666,27.999996,36,21.77777156,2.959196528,2.915451999,6.17414213
2.5,25.5999908,63.999977,6.25,655.359529,3.533403836,486.9342602,548.4077312
2.5,4.8999996,12.249999,6.25,24.00999608,3.533403836,1.867583981,7.388153009
2.5,1.3999996,3.499999,6.25,1.95999888,3.533403836,4.551413635,0.611343044
23,0.5217391,11.9999993,529,0.272211688,0.1701896,0.123587051,2.756080726
6,3.2666645,19.599987,36,10.67109696,2.959196528,0.094536554,1.17674897
6,0.5833333,3.4999998,36,0.340277739,2.959196528,5.644726076,2.555363991
23,0.1521739,3.4999997,529,0.023156896,0.1701896,0.000324565,4.119722647
6,0.1666666,0.9999996,36,0.027777756,2.959196528,7.798223396,4.061100729
13,0.9423077,12.2500001,169,0.887943801,1.81078191,0.754247454,1.536549133
6,0.5833333,3.4999998,36,0.340277739,2.959196528,5.644726076,2.555363991
6,2,12,36,4,2.959196528,0.920057979,0.03308175
6,3.2666645,19.599987,36,10.67109696,2.959196528,0.094536554,1.17674897
16.5,1.1878777,19.59998205,272.25,1.41105343,1.236574601,0.002371388,0.988048307
9,2.1777763,19.5999867,81,4.742709613,2.467018834,0.083661244,1.68723E-05
23,0.1521739,3.4999997,529,0.023156896,0.1701896,0.000324565,4.119722647
13,2.1538458,27.9999954,169,4.63905173,1.81078191,0.117692833,0.000786135
13,0.9230769,11.9999997,169,0.852070963,1.81078191,0.788020185,1.58459504
23,0.8521735,19.5999905,529,0.726199674,0.1701896,0.465102041,1.768129723
23,0.5326087,12.2500001,529,0.283672027,0.1701896,0.131347604,2.720108655
16.5,1.1878777,19.59998205,272.25,1.41105343,1.236574601,0.002371388,0.988048307
13,3.2307692,41.9999996,169,10.43786962,1.81078191,2.016363903,1.100160392
23,0.1521739,3.4999997,529,0.023156896,0.1701896,0.000324565,4.119722647
13,0.0769231,1.0000003,169,0.005917163,1.81078191,3.006266373,4.430859931
13,3.4461536,44.7999968,169,11.87597463,1.81078191,2.674440564,1.598377898
6,0.1666666,0.9999996,36,0.027777756,2.959196528,7.798223396,4.061100729
2.5,4.7999992,11.999998,6.25,23.03999232,3.533403836,1.604263815,6.854527772
23,0.5217391,11.9999993,529,0.272211688,0.1701896,0.123587051,2.756080726
6,0.5833333,3.4999998,36,0.340277739,2.959196528,5.644726076,2.555363991
6,2.041666,12.249996,36,4.168400056,2.959196528,0.841862269,0.019661057
2.5,3.1999998,7.9999995,6.25,10.23999872,3.533403836,0.111158251,1.036560005
2.5,7.8399963,19.59999075,6.25,61.46554198,3.533403836,18.54673865,32.01423604
23,0.8521735,19.5999905,529,0.726199674,0.1701896,0.465102041,1.768129723
13,0.9230769,11.9999997,169,0.852070963,1.81078191,0.788020185,1.58459504
13,2.1538458,27.9999954,169,4.63905173,1.81078191,0.117692833,0.000786135
9,0.3888888,3.4999992,81,0.151234499,2.467018834,4.31862444,3.214831396
23,0.1521739,3.4999997,529,0.023156896,0.1701896,0.000324565,4.119722647
9,0.1111111,0.9999999,81,0.012345677,2.467018834,5.550301253,4.288099951
13,0.9230769,11.9999997,169,0.852070963,1.81078191,0.788020185,1.58459504
16.5,0.2121212,3.4999998,272.25,0.044995403,1.236574601,1.049504772,3.879965058
23,1.826086,41.999978,529,3.334590079,0.1701896,2.741992889,0.126592139
6,0.5833333,3.4999998,36,0.340277739,2.959196528,5.644726076,2.555363991
23,1.9478254,44.7999842,529,3.794023789,0.1701896,3.159989039,0.054783377
9,1.333333,11.999997,81,1.777776889,2.467018834,1.285243571,0.720038614
13,0.0769231,1.0000003,169,0.005917163,1.81078191,3.006266373,4.430859931
2.5,11.1999998,27.9999995,6.25,125.4399955,3.533403836,58.77669367,81.32641455
16.5,0.7272727,11.99999955,272.25,0.52892558,1.236574601,0.259388427,2.115893716
6,2,12,36,4,2.959196528,0.920057979,0.03308175
2.5,3.1999998,7.9999995,6.25,10.23999872,3.533403836,0.111158251,1.036560005
2.5,1.3999996,3.499999,6.25,1.95999888,3.533403836,4.551413635,0.611343044
13,0.9230769,11.9999997,169,0.852070963,1.81078191,0.788020185,1.58459504
16.5,0.7424242,12.2499993,272.25,0.551193693,1.236574601,0.244184619,2.072044201
6,2.041666,12.249996,36,4.168400056,2.959196528,0.841862269,0.019661057
23,0.1521739,3.4999997,529,0.023156896,0.1701896,0.000324565,4.119722647
2.5,4.8999996,12.249999,6.25,24.00999608,3.533403836,1.867583981,7.388153009
6,1.333333,7.999998,36,1.777776889,2.959196528,2.64343221,0.720038614
16.5,1.1878777,19.59998205,272.25,1.41105343,1.236574601,0.002371388,0.988048307
6,7.4666672,44.8000032,36,55.75111908,2.959196528,20.31729186,27.92893463
13,0.0769231,1.0000003,169,0.005917163,1.81078191,3.006266373,4.430859931
9,1.3611107,12.2499963,81,1.852622338,2.467018834,1.223032802,0.673668631
16.5,0.7272727,11.99999955,272.25,0.52892558,1.236574601,0.259388427,2.115893716
13,0.0769231,1.0000003,169,0.005917163,1.81078191,3.006266373,4.430859931
9,0.3888888,3.4999992,81,0.151234499,2.467018834,4.31862444,3.214831396
9,16,144,81,256,2.467018834,183.1415792,190.9403328
9,4.9777775,44.7999975,81,24.77826884,2.467018834,6.303909077,7.817021074
2.5,7.8399963,19.59999075,6.25,61.46554198,3.533403836,18.54673865,32.01423604
13,0.0769231,1.0000003,169,0.005917163,1.81078191,3.006266373,4.430859931
23,0.5326087,12.2500001,529,0.283672027,0.1701896,0.131347604,2.720108655
2.5,4.8999996,12.249999,6.25,24.00999608,3.533403836,1.867583981,7.388153009
9,0.3888888,3.4999992,81,0.151234499,2.467018834,4.31862444,3.214831396
13,0.2692307,3.4999991,169,0.07248517,1.81078191,2.376380133,3.658242228
2.5,1.3999996,3.499999,6.25,1.95999888,3.533403836,4.551413635,0.611343044
6,0.5833333,3.4999998,36,0.340277739,2.959196528,5.644726076,2.555363991
2.5,7.8399963,19.59999075,6.25,61.46554198,3.533403836,18.54673865,32.01423604
6,1.333333,7.999998,36,1.777776889,2.959196528,2.64343221,0.720038614
9,1.333333,11.999997,81,1.777776889,2.467018834,1.285243571,0.720038614
6,2.041666,12.249996,36,4.168400056,2.959196528,0.841862269,0.019661057
2.5,11.1999998,27.9999995,6.25,125.4399955,3.533403836,58.77669367,81.32641455
2.5,4.7999992,11.999998,6.25,23.03999232,3.533403836,1.604263815,6.854527772
16.5,1.1878777,19.59998205,272.25,1.41105343,1.236574601,0.002371388,0.988048307
2.5,4.7999992,11.999998,6.25,23.03999232,3.533403836,1.604263815,6.854527772
6,0.1666666,0.9999996,36,0.027777756,2.959196528,7.798223396,4.061100729
6,3.2666645,19.599987,36,10.67109696,2.959196528,0.094536554,1.17674897
23,1.217391,27.999993,529,1.482040847,0.1701896,1.096630773,0.930246536
6,0.5833333,3.4999998,36,0.340277739,2.959196528,5.644726076,2.555363991
6,2,12,36,4,2.959196528,0.920057979,0.03308175
23,0.5326087,12.2500001,529,0.283672027,0.1701896,0.131347604,2.720108655
16.5,1.1878777,19.59998205,272.25,1.41105343,1.236574601,0.002371388,0.988048307
23,0.5217391,11.9999993,529,0.272211688,0.1701896,0.123587051,2.756080726
23,0.5217391,11.9999993,529,0.272211688,0.1701896,0.123587051,2.756080726
23,0.1521739,3.4999997,529,0.023156896,0.1701896,0.000324565,4.119722647
16.5,0.4848484,7.9999986,272.25,0.235077971,1.236574601,0.565092282,2.879929457
6,1.333333,7.999998,36,1.777776889,2.959196528,2.64343221,0.720038614
16.5,1.1878777,19.59998205,272.25,1.41105343,1.236574601,0.002371388,0.988048307
6,0.5833333,3.4999998,36,0.340277739,2.959196528,5.644726076,2.555363991
2.5,4.7999992,11.999998,6.25,23.03999232,3.533403836,1.604263815,6.854527772
6,0.5833333,3.4999998,36,0.340277739,2.959196528,5.644726076,2.555363991
6,0.1666666,0.9999996,36,0.027777756,2.959196528,7.798223396,4.061100729
6,3.2666645,19.599987,36,10.67109696,2.959196528,0.094536554,1.17674897
2.5,4.8999996,12.249999,6.25,24.00999608,3.533403836,1.867583981,7.388153009
16.5,1.1878777,19.59998205,272.25,1.41105343,1.236574601,0.002371388,0.988048307
13,3.2307692,41.9999996,169,10.43786962,1.81078191,2.016363903,1.100160392
2.5,1.3999996,3.499999,6.25,1.95999888,3.533403836,4.551413635,0.611343044
6,0.5833333,3.4999998,36,0.340277739,2.959196528,5.644726076,2.555363991
0.5,2,1,0.25,4,3.861522298,3.465265268,0.03308175
2.5,1.3999996,3.499999,6.25,1.95999888,3.533403836,4.551413635,0.611343044
2.5,1.3999996,3.499999,6.25,1.95999888,3.533403836,4.551413635,0.611343044
2.5,1.3999996,3.499999,6.25,1.95999888,3.533403836,4.551413635,0.611343044
16.5,2.7151508,44.7999882,272.25,7.372043867,1.236574601,2.186187575,0.284373596
13,1.5076914,19.5999882,169,2.273133358,1.81078191,0.091863857,0.454535515
13,0.9230769,11.9999997,169,0.852070963,1.81078191,0.788020185,1.58459504
2.5,4.7999992,11.999998,6.25,23.03999232,3.533403836,1.604263815,6.854527772
13,0.9423077,12.2500001,169,0.887943801,1.81078191,0.754247454,1.536549133
23,1.217391,27.999993,529,1.482040847,0.1701896,1.096630773,0.930246536
6,2.041666,12.249996,36,4.168400056,2.959196528,0.841862269,0.019661057
16.5,1.1878777,19.59998205,272.25,1.41105343,1.236574601,0.002371388,0.988048307
16.5,0.2121212,3.4999998,272.25,0.044995403,1.236574601,1.049504772,3.879965058
9,1.333333,11.999997,81,1.777776889,2.467018834,1.285243571,0.720038614
13,0.2692307,3.4999991,169,0.07248517,1.81078191,2.376380133,3.658242228
0.5,2,1,0.25,4,3.861522298,3.465265268,0.03308175
6,0.1666666,0.9999996,36,0.027777756,2.959196528,7.798223396,4.061100729
16.5,0.2121212,3.4999998,272.25,0.044995403,1.236574601,1.049504772,3.879965058
2.5,3.1999998,7.9999995,6.25,10.23999872,3.533403836,0.111158251,1.036560005
2.5,0.4,1,6.25,0.16,3.533403836,9.818219601,3.1751102
16.5,0.7272727,11.99999955,272.25,0.52892558,1.236574601,0.259388427,2.115893716
